target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.47049439085286726,0.350247625419081,0.4618315993726304,0.5174745754423441,3.049571681172197e-99
MLM CLint,2992,748,0.47922364585508886,0.36665489781497984,0.43295594531591663,0.45912226625568775,9.42715618441014e-79
