target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.4468568159906384,0.3326778065378303,0.5218049127863179,0.5724256656808255,1.555914282778986e-120
MLM CLint,2993,747,0.509907219542812,0.3737867268180553,0.5593973890376459,0.5712680543355254,1.1657370951743789e-120
