target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.4406440440213323,0.33525028766510606,0.4202807815054188,0.4738090579630146,1.9378519028904458e-83
MLM CLint,2993,747,0.49203086963070697,0.3582665018528734,0.5453274040093197,0.5221068888324408,4.0506872487717963e-101
