target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2991,749,0.4355162242870705,0.3360380118435879,0.4470994131043883,0.4827688038099855,9.407098150288765e-87
MLM CLint,2991,749,0.479851331742058,0.3669441936073287,0.5353863829756391,0.5147784798236321,1.2706881110623239e-98
