target,n_test,split_method,model_family,cv_iter,fold,rmse,mae,r2,kendall_tau,kendall_tau_pvalue,comparison_label
HLM,748,Random,ChemProp_ST,0,0,0.47197297932255927,0.3514541270618565,0.4660801113216828,0.5166181886861063,8.323863087334567e-99,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,0,1,0.45029079618806017,0.34252778339249806,0.4734315310822117,0.5138219903857552,7.278517361333821e-98,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,0,2,0.45364420110873627,0.33582283997746304,0.4465541906425995,0.524961624127535,4.512179088031488e-102,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,0,3,0.4143153140793388,0.3080122302867739,0.533460162856286,0.5595985618478418,9.208128496081437e-116,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,0,4,0.4575189510032476,0.3481408771214497,0.5112125424700621,0.536309148390001,1.9713880764788544e-106,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,1,0,0.444420686391675,0.3383755692546962,0.5099628912384335,0.5469330479947244,1.551491343170161e-110,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,1,1,0.45604495267573575,0.3474082776955472,0.47568758808223044,0.5105865005703519,1.2610932021606505e-96,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,1,2,0.44751933235526564,0.34402161976388335,0.49738976696486425,0.5299067394911147,5.648569210826143e-104,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,1,3,0.4515555607184342,0.3296788020277757,0.47200592105974437,0.5308945474217845,2.100949272313572e-104,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,1,4,0.4511950785292103,0.34010604273162476,0.4718583318553057,0.5259867753402783,1.9623025000158327e-102,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,2,0,0.472108293157557,0.337696137746452,0.44189313213350745,0.5175862814439357,3.4099495819832874e-99,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,2,1,0.4435984666786507,0.34293014474857525,0.5035950415097388,0.5282230379276052,2.9314190947151404e-103,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,2,2,0.430446509544302,0.32364422252271535,0.4894821880923762,0.531772240471824,9.684434820829528e-105,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,2,3,0.46057731668948626,0.3458544009786567,0.47293329148211205,0.5340755723323345,1.493922915051583e-105,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,2,4,0.44631938182328224,0.3379359557776198,0.5141917827351841,0.539800173877279,7.671126474948266e-108,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,3,0,0.44466169722383897,0.3308721962480084,0.48441240463325264,0.5255277743597474,2.9700778324110112e-102,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,3,1,0.46846010880717837,0.34881015811453997,0.4544678275635874,0.5175737621120617,3.004906460055788e-99,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,3,2,0.4454922948755079,0.3368257703206728,0.4574925894279397,0.5167719610220206,5.039256071684077e-99,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,3,3,0.4545794293907968,0.3362749214848249,0.4862206915363234,0.5359565430125256,2.789521021208471e-106,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,3,4,0.4367612835553189,0.3356404710860569,0.542593895969921,0.5518074141197918,1.6730907089926192e-112,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,4,0,0.46025841465397777,0.34739110460886935,0.4785936067521106,0.5293486102319086,1.3277637349781183e-103,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,4,1,0.4477676601023939,0.33793062773120514,0.4752322793907109,0.5300351571498928,4.392242325467262e-104,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,4,2,0.43195575311168477,0.32224604974619625,0.529704326029482,0.5569964618410945,1.4377498341407648e-114,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,4,3,0.4701365044199394,0.35234789067391176,0.4423103613844296,0.5039139708345859,3.2682113108505374e-94,HLM_ChemProp_ST_Random
HLM,748,Random,ChemProp_ST,4,4,0.4433315286236826,0.3401710228689338,0.49284449810261155,0.5174664976083507,2.943223895034278e-99,HLM_ChemProp_ST_Random
