target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2990,750,0.46707792006364685,0.35276686278808755,0.534418822838683,0.5591452703140171,8.940789079879508e-116
MLM CLint,2990,750,0.49451950956030916,0.3717680018900934,0.5509187733814457,0.5379157386521799,1.1671052754606067e-107
