target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2991,749,0.46152679030766447,0.3445182850905885,0.45915859398759307,0.5215419742726131,6.684116158094272e-101
MLM CLint,2991,749,0.45943112870703967,0.34904231775899086,0.5347550813430406,0.46854178254517165,4.96231650551986e-82
