target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.43044387109980803,0.3305960595130996,0.5389534534067832,0.5507517671343928,5.553217243355567e-112
MLM CLint,2992,748,0.5019006129155762,0.37115808857311605,0.603311080424771,0.5646670133632727,4.59326254682038e-118
