target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2994,746,0.4466525229066438,0.33538106458664313,0.4515801148777119,0.5038751593526711,6.361264466048945e-94
MLM CLint,2994,746,0.4782906728984154,0.365565385913582,0.591925145134444,0.5489432397852653,2.0504584874572896e-111
