target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.4907589745581275,0.36412155654460693,0.3945929606919729,0.4639366332361381,5.056735542200474e-80
MLM CLint,2993,747,0.45465077090659206,0.3428616347376999,0.47918760265181604,0.49385924465009834,1.0528785393945773e-90
