target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.41757026536355374,0.31292042736060055,0.5453238766073836,0.5663700041637524,1.907309709728741e-118
MLM CLint,2992,748,0.45396606600413414,0.3285050857189333,0.6073043561561775,0.5824601163472349,1.4437938535168847e-125
