target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2968,772,0.4349194558011668,0.32632845775722374,0.5650577682389601,0.5751109202917508,8.471593516413796e-126
MLM CLint,2968,772,0.4863950539206485,0.36564149410419433,0.6725089354735438,0.6218577926202555,3.2218264899987225e-147
