target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.43739783383049596,0.3229583307017702,0.39269653032443586,0.4630134682987854,8.76365369782754e-80
MLM CLint,2993,747,0.4392884265716983,0.32907294489111183,0.542982609100588,0.5115652119360882,3.5783934255092107e-97
