target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.4298076151705714,0.32971172141440275,0.552528963130715,0.5646780600530596,1.1414109683063587e-117
MLM CLint,2993,747,0.45949469351508926,0.3433823528176047,0.5768100887577193,0.5304880637006532,2.5038546651245236e-104
