target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2991,749,0.4440176875883174,0.33309726782810317,0.47451169744370514,0.5249028754977891,4.106020126321037e-102
MLM CLint,2991,749,0.4620810578245991,0.3386583325633365,0.5123073750915242,0.5147970109467523,1.209796391818413e-98
