target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2993,747,0.4350745078114307,0.33140709173711,0.4730030557641898,0.5135180583106085,1.3049334374695695e-97
MLM CLint,2993,747,0.48343450418941614,0.36114040467058756,0.5550599917996836,0.5362301620079314,1.617732284737708e-106
