target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.39985203771512,0.2988505682569043,0.6166351278110502,0.6021331979351378,1.4008188288506492e-133
MLM CLint,2992,748,0.45611833561792514,0.3241201016338027,0.6173442462188856,0.5971739370081336,7.447616761322815e-132
