target,n_test,split_method,model_family,cv_iter,fold,rmse,mae,r2,kendall_tau,kendall_tau_pvalue,comparison_label
HLM,748,Random,ChemProp_MT_FM,2,4,0.40033326648027284,0.29749481784681875,0.6091440541329913,0.6055185937285055,3.4551600055977476e-135,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,2,4,0.42794244380640206,0.32325236757738046,0.6703144014881903,0.6138254513729953,3.0341748721051466e-139,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,3,0,0.40359020925218003,0.2941671395613863,0.57525892530596,0.593721408787568,5.7158425530399904e-130,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,3,0,0.4621282916281962,0.3367036753662922,0.5930562183646464,0.5840602227250941,2.995644557726144e-126,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,3,1,0.40840581902636125,0.29931322332248084,0.5853716621017728,0.590196316952179,1.824288618127464e-128,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,3,1,0.42925540391089284,0.3135535948738138,0.632682076523051,0.5918210692371839,1.3995782460596593e-129,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,3,2,0.38855736794367274,0.2964106609705111,0.5872989458516101,0.5873418800673382,2.4122855150612943e-127,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,3,2,0.43868531482514456,0.3305633226323829,0.656527722832839,0.5922759424962184,1.0017412153796562e-129,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,3,3,0.4019714793714911,0.3037146968671036,0.5982577274939087,0.5900832805139878,2.054248513201186e-128,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,3,3,0.415709595632983,0.3126048278145722,0.6484968888879565,0.6089717856989463,4.486268741272158e-137,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,3,4,0.3963197032014913,0.29324672973293847,0.6233785798368552,0.6181327657779427,1.1461391257599548e-140,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,3,4,0.45834305009380344,0.3226651719692239,0.6136023405206291,0.6066149572180506,5.392536940271031e-136,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,4,0,0.40999834215276737,0.3072131931669259,0.5862508840680868,0.5908739035550941,1.3305099845143314e-128,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,4,0,0.42811026439432043,0.32247713263126704,0.6572549250279938,0.6086464825417937,6.622750092412854e-137,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,4,1,0.40818237575686034,0.3051584737028446,0.5639159885795204,0.5797265131640267,3.957271345542456e-124,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,4,1,0.44899211673480477,0.3299936213322541,0.6234348800974168,0.5758697544717463,8.626550060070963e-123,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,4,2,0.3973173212566423,0.30078409394203603,0.6021059396770793,0.6041093273456795,2.024630194138647e-134,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,4,2,0.45261814597290057,0.3149492922718803,0.5962995877169193,0.6250187993566284,2.688801826972063e-144,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,4,3,0.4145562209532017,0.30397666395887774,0.5663778072133263,0.5763646903022941,1.1944623896960268e-122,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,4,3,0.4584172387797049,0.3375997683104628,0.5961628897507112,0.5960944091590874,2.0773445531603553e-131,MLM_ChemProp_MT_FM_Random
HLM,748,Random,ChemProp_MT_FM,4,4,0.38474235624362113,0.2976125517813107,0.6180347047656913,0.6024442303808134,7.775339841790731e-134,HLM_ChemProp_MT_FM_Random
MLM,748,Random,ChemProp_MT_FM,4,4,0.4308269945883757,0.32615433444884634,0.6452617958543455,0.6001002648217203,3.786436318088251e-133,MLM_ChemProp_MT_FM_Random
