target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.4093485948153518,0.2930712174084486,0.5660963829124611,0.578779358973116,1.0334142131165586e-123
MLM CLint,2992,748,0.4393320939437226,0.3198166412161791,0.6598646958325348,0.5993042945526811,9.156475744770979e-133
