target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2992,748,0.4096323269234152,0.29912725146030533,0.5487337843795329,0.5728707427456935,3.5657952136016453e-121
MLM CLint,2992,748,0.43277440841575304,0.3177838236006971,0.6461320876743102,0.6230329916915266,2.2316069457756675e-143
