target,n_train,n_val,rmse,mae,r2,kendall_tau,kendall_tau_pvalue
HLM CLint,2989,751,0.47520930616048823,0.3504928323499485,0.4285173951127531,0.4936875029445872,8.882788874617534e-91
MLM CLint,2989,751,0.440225048529495,0.33529799843290575,0.5739236479935199,0.5512890181107187,3.9048188141357713e-113
